STATION,NAME,DATE,AWND,PRCP,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT08
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-01,3.58,0,,51,35,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-02,2.91,0,,55,32,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-03,10.74,0.13,,54,42,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-04,6.26,0.1,,57,51,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-05,4.47,0,,57,50,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-06,4.03,0,,55,51,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-07,6.71,0.02,,56,46,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-08,3.58,0,,56,41,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-09,6.71,0,,61,40,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-10,4.47,0,,58,45,1,,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-11,2.24,0,,60,41,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-12,4.92,0,,59,41,1,,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-13,2.91,0,,56,45,1,,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-14,3.58,0,,61,39,1,1,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-15,5.59,0,,60,45,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-16,2.68,0,,61,46,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-17,2.91,0,,60,44,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-18,4.03,0,,55,42,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-19,2.24,0,,56,43,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-20,2.46,0,,60,40,1,1,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-21,5.82,0,,68,41,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-22,10.07,0,,69,44,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-23,2.91,0,,60,41,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-24,4.47,0,,60,39,1,,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-25,4.7,0,,57,43,1,,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-26,2.68,0,,57,41,1,,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-27,3.13,0,,67,39,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-28,3.58,0,,64,39,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-29,3.8,0,,62,39,1,,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-30,4.92,0,,59,39,1,,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-01-31,3.8,0,,58,43,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-01,8.95,0,,63,39,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-02,12.3,0,,64,43,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-03,3.8,0,,60,37,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-04,3.8,0,,62,38,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-05,2.46,0,,63,39,1,,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-06,4.92,0,,65,36,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-07,2.91,0,,62,38,1,1,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-08,3.36,0,,69,39,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-09,4.92,0,,76,44,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-10,5.82,0,,73,49,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-11,3.58,0,,73,46,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-12,2.91,0,,70,46,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-13,4.25,0,,69,45,1,1,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-14,12.97,0,,55,50,1,1,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-15,9.84,0,,61,45,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-16,9.17,0,,67,41,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-17,6.93,0,,67,46,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-18,3.8,0,,65,41,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-19,4.92,0,,69,43,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-20,11.63,0,,57,47,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-21,13.65,0,,58,40,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-22,14.99,0,,54,40,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-23,8.28,0,,55,36,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-24,6.71,0,,56,33,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-25,4.92,0,,59,35,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-26,4.25,0,,59,35,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-27,5.14,0,,67,40,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-02-28,3.58,0,,72,40,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-01,5.82,0,,65,43,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-02,4.25,0,,66,48,1,1,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-03,3.8,0.04,,57,47,1,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-04,14.99,0.05,,59,46,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-05,10.51,0,,58,41,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-06,7.16,0,,59,39,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-07,5.59,0,,70,37,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-08,5.59,0,,70,40,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-09,7.61,0,,64,42,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-10,6.71,0,,68,41,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-11,5.37,0,,69,38,,,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-12,8.05,0.01,,60,39,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-13,9.17,0.03,,62,49,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-14,5.59,0,,66,41,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-15,8.5,0.12,,64,51,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-16,7.61,0,,64,45,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-17,8.5,0,,60,48,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-18,6.93,0,,67,43,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-19,9.17,0.01,,58,50,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-20,10.74,0,,64,45,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-21,4.92,0,,66,44,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-22,6.26,0,,78,48,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-23,9.62,0,,61,48,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-24,8.72,0,,61,45,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-25,9.84,0,,61,48,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-26,7.83,0,,64,42,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-27,11.41,0.16,,65,50,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-28,10.51,0.2,,63,49,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-29,10.51,0,,59,51,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-30,14.09,0,,59,50,,,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-03-31,6.04,0,,64,47,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-01,6.49,0,,68,45,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-02,7.16,0,,70,46,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-03,9.84,0,,65,46,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-04,12.53,0,,65,48,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-05,9.4,0,,69,49,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-06,5.14,0,,80,46,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-07,4.92,0,,86,51,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-08,7.38,0,,72,53,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-09,6.93,0,,68,47,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-10,12.53,0,,68,51,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-11,23.04,0.08,,58,47,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-12,16.78,0,,59,46,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-13,8.5,0,,59,42,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-14,12.3,0.05,,59,51,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-15,8.72,0,,62,48,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-16,15.21,0.41,,60,48,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-17,10.74,0,,59,46,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-18,8.28,0,,67,43,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-19,9.17,0.04,,64,50,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-20,12.53,0.12,,67,50,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-21,12.75,0.28,,63,54,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-22,11.41,0,,63,51,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-23,8.05,0,,68,46,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-24,8.5,0,,68,47,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-25,11.41,0,,67,47,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-26,11.63,0,,63,51,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-27,14.32,0,,62,48,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-28,17.9,0,,62,47,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-29,7.61,0,,68,44,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-04-30,13.2,0,,67,49,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-01,10.07,0,,68,45,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-02,13.42,0,,65,51,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-03,8.5,0,,74,45,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-04,8.72,0,,75,47,,,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-05,9.62,0,,64,51,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-06,8.5,0,,68,56,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-07,16.11,0,,67,54,,,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-08,19.91,0,,62,50,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-09,12.75,0,,60,48,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-10,14.99,0,,61,47,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-11,11.41,0,,64,41,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-12,10.07,0,,63,44,,,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-13,8.72,0,,70,47,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-14,8.28,0,,71,50,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-15,11.63,0,,66,51,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-16,16.11,0,,65,53,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-17,10.07,0,,67,49,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-18,6.71,0,,75,49,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-19,8.95,0,,69,54,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-20,12.08,0,,75,52,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-21,9.17,0,,74,48,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-22,7.61,0,,70,49,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-23,8.05,0,,71,50,,,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-24,5.37,0,,86,52,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-25,8.5,0,,81,54,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-26,9.62,0,,69,53,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-27,11.41,0,,67,53,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-28,12.3,0,,68,55,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-29,11.41,0,,70,52,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-30,9.84,0,,70,49,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-05-31,8.05,0,,75,48,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-01,8.28,0,,74,50,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-02,10.51,0,,67,53,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-03,9.62,0,,69,54,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-04,6.93,0.02,,70,57,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-05,7.61,0.25,,73,60,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-06,8.95,0,,70,55,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-07,9.4,0,,67,51,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-08,10.51,0,,68,55,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-09,6.26,0,,78,53,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-10,6.26,0,,86,59,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-11,7.83,0,,79,60,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-12,11.41,0,,75,57,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-13,8.5,0,,73,52,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-14,8.28,0,,78,53,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-15,9.62,0,,70,54,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-16,16.11,0,,69,51,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-17,13.87,0,,67,55,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-18,10.74,0,,69,50,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-19,8.05,0,,77,51,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-20,6.26,0,,80,52,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-21,6.26,0,,98,57,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-22,9.17,0,,83,61,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-23,9.4,0,,76,57,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-24,10.29,0,,73,54,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-25,10.51,0,,71,55,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-26,9.4,0,,70,56,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-27,10.07,0,,71,56,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-28,9.4,0,,70,55,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-29,10.51,0,,66,56,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-06-30,12.75,0,,62,55,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-01,12.75,0,,66,55,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-02,15.21,0,,62,55,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-03,14.54,0,,65,56,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-04,7.61,0,,75,58,1,,,1
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-05,9.17,0,,74,63,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-06,12.08,0,,71,61,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-07,11.18,0,,71,57,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-08,10.29,0,,70,55,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-09,9.84,0,,68,56,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-10,7.38,0,,80,58,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-11,11.18,0,,74,57,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-12,9.84,0,,72,58,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-13,11.18,0,,72,58,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-14,10.07,0,,70,56,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-15,8.28,0,,68,56,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-16,8.5,0,,76,55,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-17,8.95,0,,69,53,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-18,9.84,0,,73,56,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-19,11.63,0,,69,55,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-20,10.51,0,,69,55,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-21,8.5,0,,67,54,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-22,8.95,0,,70,53,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-23,10.74,0,,67,53,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-24,8.95,0,,70,54,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-25,11.41,0,,68,55,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",2022-07-26,,0,,70,58,,,,
